youID,title,pub_date,video_description,channel_name,channelID
zA18_4983NA,Recensione Samsung Galaxy A6,2018-06-06T11:00:08.000Z,Link acqusto Amazon: https://amzn.to/2sEN2fi Questo Samsung Galaxy A6 è telefono che stava per farmi arrabbiare. Fino a che non l'ho provato. E tra ottima ...,andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
CIuXYDeNQ6M,Mediacom Smart Pad 10.1 S2 - Video Recensione - AVRMagazine.com,2012-11-14T09:57:21.000Z,Leggi tutto Clicca sul seguente http://goo.gl/H0KrE Forum Supporto Mediacom Smart Pad 10.1 S2 http://www.avrmagazine.com/forum/f34/ Per supporto su ...,AVRMagazine,UCMqf_kOAIM-x2PfWh2Lp4Lg
98JKBXRaBPE,"Recensione Bluboo S1, smartphone borderless",2017-08-23T09:57:23.000Z,"Recensione del Bluboo S1, il primo borderless dell'azienda cinese con Mediatek Helio P25, schermo Sharp da 5.5 pollici Full HD e dual-camera Sony 16+3MP ...",Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
QL5WDqVfyBY,Acer A1-724 Talk S: la recensione completa by Tecnologici.net,2015-05-05T23:37:41.000Z,"Videorecensione COMPLETA di Acer A1-724 Talk S o TalkTab 7, con recensione disponibile al seguente link!",TeamTech,UCs6c5_vaY_MaFRAjDo8YF8w
QO6lukab8sI,LEMFO LEM X - A QUALCUNO PIACE GROSSO! - RECENSIONE ITA,2018-09-30T11:00:31.000Z,Canale Telegram Offerte: https://telegram.me/techbestdeals ACQUISTA DA QUI I PRODOTTI VISTI NEL VIDEO ▻LEMFO LEM X: ...,Addicted 2 Games,UCki3CEFaalrfO1c4YXKSfVw
R8U8ZaHm30s,"JUMPER EZBOOK X4: Bello, Compatto ed ECONOMICO ma Ha Anche dei Difetti! | Recensione",2018-09-04T08:00:01.000Z,"E' tornata la serie più amata su Sconticina! I Notebook CINESISSIMI! Oggi parliamo del Jumper EZBOOK X4, qualcosa di nuovo finalmente! CPU Gemini Lake ...",Sconticina TV,UCLejhItoCr4RCzUOHNKTAmg
2NvpBnq8mUY,RECENSIONE HUAWEI MATE 20 LITE: un top fra i medio gamma?,2018-09-10T10:24:23.000Z,"LEGGI SUL SITO: https://www.androidworld.it/recensioni/huawei-mate-20-lite/ Recensione di Huawei Mate 20 Lite, smartphone medio gamma con velleità da ...",AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
IjNzJNg_7sA,"recensione mediacom smart pad go 7""",2013-09-19T21:14:37.000Z,Oggi vi parlerò del tablet più economico in italia.,ORAZIOCIRRINCIONE,UC4kjSMuq4Ym05tc8Xp1VCWw
iZ8UqK65Uig,RECENSIONE Samsung Galaxy S8,2017-03-31T15:03:53.000Z,Che Samsung quest'anno abbia puntato al design per il suo smartphone Android top di gamma è indubbio. Bellissimo! Ed è anche riuscita a far stare in un ...,andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
zSRCrBUrNiI,Recensione POCOPHONE F1: non un TOP ma sicuramente un BEST BUY,2018-09-07T10:30:04.000Z,"E finalmente ci siamo: è arrivata la recensione del PocoPhone F1. Me la sono ""presa comoda"" anche se in realtà il telefono è stato consegnato alla stampa ...",HDblog,UCdufkvMrmyR1TMhDG8PhsJw
7beKrOR1hnk,RECENSIONE XIAOMI MI MAX 3: la stazza di un campione,2018-09-19T12:19:06.000Z,LEGGI SUL SITO: https://www.androidworld.it/recensioni/xiaomi-mi-max-3/ Recensione di Xiaomi Mi Max 3 con Android. Abbiamo provato a fondo il nuovo Mi ...,AndroidWorld.it,UCohqjDGw0sKlUha-eV1J0hQ
e4scmq0Ircg,Recensione Xiaomi Mi Max 3 ITALIA GLOBAL,2018-10-21T09:12:38.000Z,"Lo Xiaomi Mi Max 3 è “MAX” su tanti aspetti: dalle dimensioni esagerate, allo schermo enorme per finire con l'incredibile batteria. Non è solo il battery phone ...",HDblog,UCdufkvMrmyR1TMhDG8PhsJw
44vbwx6kTJk,FPV con il TELEFONO? Eachine ROTG01 UVC OTG - Recensione,2017-05-02T20:06:13.000Z,Link e Informazioni utili: FPV OTG VRX: https://goo.gl/51TrDW Applicazioni per Android: Go FPV: https://goo.gl/al7FGl FPViewer+UVC Driver: ...,In VOLO con ISSAM,UCRZZ4RoA77zW9c507WWfaWQ
naWzz2oV2S0,A 200€ COSA VUOI DI PIÙ?! Recensione EZBOOK 3 PRO Notebook Versione Italiana.,2018-08-23T07:04:43.000Z,Approfondimenti e acquisti ai link qui in basso: JUMPER EZBOOK 3 PRO ➤ https://goo.gl/bLriLa ☆ Iscriviti al Canale da qui https://goo.gl/gPCUf6 e attiva la ...,Digital Best,UCijnkTd0_eYSjIdb8CImhRw
PV24hrgy3c0,Recensione UMIDIGI A3,2018-11-12T13:47:37.000Z,Giveaway Umidigi: http://bit.ly/2rQsfFF Compra Umidigi A3 qui https://goo.gl/jnQn5v o qui https://goo.gl/U6Tuu1 o qui http://bit.ly/umidigiA3ali Umidigi A3 è uno ...,Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
yAZYE5Ckupo,Recensione Panasonic ToughBook CF-C1 (HD),2011-04-14T14:03:11.000Z,"Videorecensione italiana del Panasonic ToughBook CF-C1, Tablet PC professionale con processore Intel Core i5 e digitalizzatore Wacom.",GDFUCDS,UCR4G1x0KJRCudFHt20gTDJg
8AZ4Dx9wz0Q,XIAOMI XPRINT - Stampante TASCABILE e SENZA INCHIOSTRO con REALTÁ AUMENTATA! - Recensione ITA,2018-06-25T12:00:01.000Z,Canale Telegram Offerte: https://telegram.me/techbestdeals ACQUISTA DA QUI I PRODOTTI VISTI NEL VIDEO ▻XIAOMI XPRINT: ...,Addicted 2 Games,UCki3CEFaalrfO1c4YXKSfVw
3Msk7uHeDr4,Come registrare l'audio su Smartphone - recensione IRIG PRO,2016-03-26T12:02:04.000Z,Se mi segui da un po' saprai che consiglio sempre di registrare l'audio a parte quando giriamo video con reflex o mirrorless Questo perché come già detto in ...,PaoloG Youtube e Video Marketing,UC4_PWcm2mR84Bi6ThV6G-Dw
ZCOdyIPEAwo,LO ZAINO DI FAVIJ! - Recensione Professionale,2016-08-08T11:51:37.000Z,In questo video tutte le persone che avete visto non sono state minacciate o costrette a fare nulla. Le persone sono le seguenti: iPantellas: ...,➜FavijTV™,UCSFC5Cio8zaLQDFPxA7y_HQ
7kIABllBcqo,Recensione FLIR One termocamera per smartphone,2017-01-16T14:44:39.000Z,http://notebookitalia.it/recensione-flir-one-termocamera-25209 Recensione della termocamera per smartphone FLIR One disponibile con attacco microUSB per ...,Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
snYzWgJImHA,Recensione ACER Nitro 5 AN515-51 notebook gaming economico con Nvidia Geforce GTX 1050 Ti,2018-06-25T05:49:06.000Z,Recensione del notebook per gaming economico Acer Nitro 5 con processore Intel Core 7th gen a voltaggio standard e GPU Nvidia Geforce GTX 1050 Ti ...,Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
J03209h05oA,XIAOMI ROIDMI F8 STORM - Aspirapolvere Wireless Modulare ECONOMICO! Meglio del DYSON! - RECENSIONE,2018-09-06T12:00:02.000Z,Canale Telegram Offerte: https://telegram.me/techbestdeals ACQUISTA DA QUI I PRODOTTI VISTI NEL VIDEO ▻XIAOMI ROIDMI F8 STORM: ...,Addicted 2 Games,UCki3CEFaalrfO1c4YXKSfVw
x0u-zicu8Uc,RECENSIONE Yeelight Lightstrip Plus: il RIVALE della Philips Hue Lightstrip!,2018-10-17T10:30:01.000Z,Nella recensione di oggi parleremo della nuova striscia LED Yeelight Lightstrip Plus di Xiaomi! Sarà questo il vero rivale della Philips Hue Lightstrip?,GizChina & GizBlog,UCK3apxzVTvP5BIcKSBWMaHA
1LY5oNgggUE,"Recensione Nest Hello, il più intelligente (e costoso) tra i campanelli smart",2018-08-09T16:25:40.000Z,"Il campanello smart di Nest non è certo il primo della sua categoria, ma la ottima qualità video, le funzioni integrate e il riconoscimento del volto (a pagamento) ...",Fanpage.it,UCWJhBqnyVdHAuxexgjghNFw
5iy7qUWOArQ,"Recensione Cubot P20, clone di iPhone X ma solo nella forma",2018-10-12T07:04:55.000Z,Compra Cubot P20 in offerta a tempo qui https://goo.gl/aZVkXH o su Amazon https://goo.gl/EbFW4F https://notebookitalia.it/recensione-cubot-p20-27668 ...,Notebook Italia,UCeCP4thOAK6TyqrAEwwIG2Q
A7Mk1LrKMok,#Dell Inspiron 7000 e 5000 con Intel Whiskey Lake | ANTEPRIMA,2018-08-31T13:55:03.000Z,"Da HDblog, la video anteprima con i nuovi laptop e 2-in-1 #Dell Inspiron 5000 e Inspiron 700 aggiornati ai processori Intel Whiskey Lake. Novità hardware ...",HDblog,UCdufkvMrmyR1TMhDG8PhsJw
vPrhRnoyTNU,XIAOMI MI DRONE 4K - Nel 2018 è ancora il MIGLIOR DRONE IN COMMERCIO! - Recensione ITA,2018-08-26T11:00:10.000Z,Canale Telegram Offerte: https://telegram.me/techbestdeals ACQUISTA DA QUI I PRODOTTI VISTI NEL VIDEO ▻Xiaomi Mi Drone 4K: ...,Addicted 2 Games,UCki3CEFaalrfO1c4YXKSfVw
bvjiXisaE10,XIAOMI Mi8 Global : È forse il top di gamma più equilibrato (e non costosissimo) | Recensione,2018-10-08T11:58:29.000Z,Già non sarà il telefono perfetto ma a questo giro e precisamente ad oggi non ci siamo andati poi tanto lontani. Già perchè ormai sono passati mesi dalla sua ...,Sconticina TV,UCLejhItoCr4RCzUOHNKTAmg
KMp8Krz8VBQ,Fiido D1- BICI elettrica a BASSO COSTO - RECENSIONE e LEGALITÀ,2018-07-13T11:16:33.000Z,Fiido D1 Nera: https://goo.gl/hpje13 Bianca: https://goo.gl/camr8Q Con batteria Maggiorata da 10.4Ah: Nera https://goo.gl/uzqMtx Bianca: https://goo.gl/gtEhBr ...,SINDROME DA SHOPPING,UCjt756Pw2WUatZovW9_qlFA
jktC0sugHus,QUESTO SMARTPHONE MODDATO DA 150€ È DAVVERO INCREDIBILE! Rom PIXEL + Fotocamera GOOGLE,2018-07-03T15:00:02.000Z,Pronto per il Prime Day di Amazon? Ecco 30 GIORNI di AMAZON PRIME GRATIS: https://www.ridble.com/go/amazon-yt-prime/ ❱ OTTIMO prezzo di Xiaomi ...,Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
11Os3myklhs,Recensione Huawei MateBook D,2018-12-30T18:50:59.000Z,"La nostra videoprova del MateBook D, un notebook che sembra un MacBook ma dentro ha Windows e costa la metà. Puoi leggere la recensione completa su ...",socializziamo.net,UCenY18zfXCSs8HQoLhyADwA
FwtnaIM-kag,"Recensione iPAD PRO 12,9"" una giornata SENZA PC",2018-11-16T11:30:00.000Z,"Ho voluto provare. Vista la potenza del nuovo APPLE iPad PRO e la presenza della porta USB TypeC ho passato una giornata ""quasi"" senza PC cercando di ...",andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
g4nVPWZBsiM,Il NUOVO iPad 2018 - Unboxing e Prime Impressioni,2018-03-30T12:03:38.000Z,"Ecco il nuovo iPad da 9.7 pollici per il 2018, presentato all'Apple Educational Keynote il 27 marzo. Questo è il mio Unboxing e prime impressioni. iPad 2018 ...",BlackGeek,UCXDorkXBjDsh0wNethPe-zQ
uguZcp89klM,RECENSIONE APPLE iPad PRO 12.9 (2018): può essere il tuo computer?,2018-11-14T11:00:08.000Z,"iPadPRO arriva alla sua terza generazione. E' ora più sottile, ancora più potente, ha una nuova #ApplePencil, una nuova #SmartKeyboard, ha la porta Type-C ...",HDblog,UCdufkvMrmyR1TMhDG8PhsJw
KAt63NwA0n8,Recensione iPad 2018  3 mesi dopo - Mondo App,2018-07-09T12:50:04.000Z,"Pagina FB: https://www.facebook.com/MondoApp/ Instagram: https://www.instagram.com/mondoapp/ Sito Web: www.mondo-app.it In questo video, ...",Mondo App,UCOLRNDfuj8X2mqodqMlZCeQ
BQ4quSBKNlU,"iPad PRO 9,7"" la recensione (con ospite illustre)",2016-04-10T07:26:20.000Z,Articolo http://www.andreagaleazzi.com/2016/04/ipad-pro-9-recensione.html ISCRIVITI AL CANALE PER ALTRI VIDEO!,andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
BV2Zje-P9cE,Apple iPad Mini 4: la recensione di HDblog.it,2015-09-25T15:39:21.000Z,Più info su http://apple.hdblog.it/2015/09/25/iPad-mini-4-di-Apple-la-recensione-di-HDBlogit/ Riprese e montaggio: Riccardo Palombo.,HDblog,UCdufkvMrmyR1TMhDG8PhsJw
jszkQ_n2Td0,Apple iPad air recensione ita da EsperienzaMobile,2013-12-05T11:36:51.000Z,,EsperienzaMobile,UC-JhtRAktnXIG5APQ_Yumpw
MXKMO8o2H3Y,RECENSIONE MAGICA IPHONE 6S E IPAD PRO,2015-10-10T12:00:00.000Z,Recensisco i nuovi iPhone SEIS. ▻ ISCRIVITI! http://youtube.sio.im Scottecs Megazine 4 esce il 26 ottobre in edicole e fumetterie! ▻ http://www.sio.im/roba ...,Scottecs,UCqSmyuqVNwklKKlqqdMmV_A
8yvtSsvNxFg,#RECENSIONE iPad Pro 11 pollici VS iPad Pro 9.7 pollici - NUOVO o VECCHIO?,2018-11-17T10:00:00.000Z,Tutti i dettagli e le notizie tecnologiche del momento potete trovarle sul nostro sito http://www.techid.it #RECENSIONE CONFRONTO tra il nuovo iPad Pro da 11 ...,TechID,UC3nJei7CpV7qdA1ZV1XfTdg
PcwP6SWPVn8,Si può trasformare iPad Pro in un MacBook? - Recensione iPad Pro 9.7 in italiano | PensareMac,2016-05-22T16:58:56.000Z,"Mi sono chiesto se è possibile utilizzare iPad Pro da 9,7 pollici come un MacBook e la risposta è... Beh come sempre più che una recensione, ne è venuta fuori ...",Manuel Agostini,UCMK6UT4HQiOdtl-1SAxxO_w
NcilGQjkRLM,Ipad Pro parte 1 - Recensione lunga Procreate per disegnatori,2016-06-04T16:48:53.000Z,"È la prima volta che faccio un video, con un iPhone oltretutto, ho due fantastiche bambine di quattro mesi e poco tempo libero, per cui siate clementi! Mi accorgo ...",Azzart,UCo4tF4s5Kpr2lNRl2UTODdA
695NptmmfFo,Unboxing NUOVO iPAD 6 gen vs iPad PRO e NON SOLO!!!,2018-04-06T14:30:00.000Z,"Primissime impressioni sul nuovo iPad, di sesta generazione, con supporto alla pencil. E primo confronto con iPad PRO. Poi Huawei P20 e altri gadget ...",andreagaleazzi.com,UC5yXB_ThsufRJYMRlzIGoeQ
cEOpT9mtvpM,iPad Air - La recensione di iPadItalia.com,2013-11-06T08:30:42.000Z,"Dopo qualche giorno di prova, ecco la nostra video recensione del nuovo iPad Air di Apple, l'iPad di quinta generazione. We tested the new iPad Air. Check out ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
FU7T8PAlQZA,"Recensione Logitech Slim Combo: la tastiera DEFINITIVA per iPad 9,7"" (5a e 6a generazione)",2018-12-19T08:34:39.000Z,"Logitech Slim Combo è probabilmente la miglior tastiera in assoluto per l'iPad ""base"" (non Pro) da 9,7"" (5a e 6a generazione). LINK PER L'ACQUISTO: ...",MobileWorld,UCgOYdkRmS8yNW93SLBt0KyQ
a8CTXYXEqy4,Recensione Apple iPad Pro - iPadItalia.com,2015-11-24T11:00:02.000Z,"iPad Pro è il tablet ""produttivo"". di Apple. Ma a chi serve davvero? E può sostituire un computer? Per saperne di più: Iscriviti al nostro canale YouTube per ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
DG8kKnP_6eg,"Recensione Nuovo iPad Pro 12.9"" | Il Miglior Alleato del Computer",2018-11-21T07:00:01.000Z,"È finalmente arrivato il momento di parlare del nuovo iPad Pro. Ecco la recensione del nostro Saverio del modello da 12.9"". → Link al sito Apple ...",Tom's Hardware,UCgFkUfMGLAYIud_5AnO4YFg
6Om_wFtUv9E,Recensione iPad mini 4 - iPadItalia.com,2015-09-25T16:05:39.000Z,"Ecco la nostra recensione di iPad mini 4! Iscriviti al nostro canale YouTube per ulteriori video dedicati all'iPad di Apple, alle applicazioni dell'App Store e agli ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
7LYxBDanYhI,Recensione Apple iPad 4 New iPad da YourLifeUpdated,2013-03-25T11:36:06.000Z,Recensione completa e videorecensione Apple iPad 4 o New iPad. Recensione iPad di quarta generazione.,YourLifeUpdated,UCKuQ0Vf9jLxJVex1-OzmeEw
A4axOWJzT8g,Recensione iPad Mini 2 e confronto con iPad Mini 1 by AppleZein,2013-11-15T23:30:45.000Z,Questo video riguarda la Recensione dell'iPad Mini 2 e il confronto con iPad Mini 1.,AppleZein,UCM9nxS3AmkSLSUi256oUDug
-cPfi2H_0gI,iPad Air - Recensione | StileApple,2014-01-09T00:27:15.000Z,"Eccovi la mia recensione dell'iPad Air! PER CONTENUTI EXTRA CLICCA ""MI PIACE"" SULLA NOSTRA PAGINA FACEBOOK: ...",StileApple,UC57SFhac0FGb6rHqRJ-cpXQ
R2uvCZx2kQU,"Apple iPad Mini 4, recensione in italiano",2015-10-10T13:30:15.000Z,"NOTE: due piccoli errori durante la recensione: - batteria ovviamente 5124 mAh - schermo ovviamente 7,9 pollici Leggi sul sito: ...",MobileWorld,UCgOYdkRmS8yNW93SLBt0KyQ
DFbmvEulP8I,"Apple iPad Pro 9.7, recensione in italiano",2016-05-03T14:33:48.000Z,Leggi la recensione completa in italiano di Apple iPad Pro 9.7: http://www.mobileworld.it/recensioni/apple-ipad-pro-9-7/ Ci trovi su: http://www.mobileworld.it ...,MobileWorld,UCgOYdkRmS8yNW93SLBt0KyQ
W6CWH205nFE,Ecco perché restituirò iPad Pro - Recensione in italiano - Reboxing,2015-12-15T14:09:23.000Z,"Dopo un mese di vita insieme ad iPad Pro, ho capito che il nuovo tablet di Apple non fa al caso mio e in questo video vi spiego il perché. ▷   Recensione iPad ...",Manuel Agostini,UCMK6UT4HQiOdtl-1SAxxO_w
HOcVqh0uiyc,"RECENSIONE APPLE IPAD 9.7"" 2017",2017-07-11T10:19:33.000Z,"Recensione del nuovo Apple iPad 9.7"" versione 2017 *commercializzato in Italia dal 24 marzo 2017* ...",Federico Previtera,UCsgNONhOQyCXBnswnAoyOAA
hzd6a_gYNpk,Il NUOVO IPAD che nuovo non è... - RECENSIONE,2017-04-13T15:00:05.000Z,"Se ti è piaciuto questo video, lascia un LIKE ed ISCRIVITI! :) Visita il nostro sito Internet ▸ http://teeech.it ISCRIVITI AL CANALE: https://goo.gl/jvG1Uh Offerte ...",TEEECH,UCs0v82koRJSjRGO9pIzSA9w
yiCDQDbaaEE,Recensione iPad 2,2011-04-09T16:19:34.000Z,http://www.simone96tv.blogspot.com/ Ciao a tutti! Ecco la mia recensione del nuovo iPad 2! Votate e commentate! EXTRA TAGS: Recensione ipad 2 Review ...,Simone96TV,UChA1ddZFokikgSAKonRjfOw
XDRyeo70eQ0,Nuovo iPad 2017: cosa cambia? - Recensione ITA,2017-04-26T06:53:17.000Z,Trova dove hai Parcheggiato con Nonda Zus: https://youtu.be/5OFjWnUs5Xw Ti sei perso l'iPhone Rosso ? : https://youtu.be/hPQ471FjDuc Unbox italia: Apple ...,Unbox Italia,UCdbRuR05940ugUl-zIJmakQ
P69jDVwaKto,PaperLike - Speciale Pellicola per iPad Pro [RECENSIONE- ITA],2017-10-28T16:00:05.000Z,Tutti i dettagli e gli approfondimenti tecnologici li trovate sul nostro sito http://www.techdifferent.it Acquisto pellicola: https://getpaperlike.com/,TechDifferent,UCRSgMhPwxGYG5ivmwPIfnCg
naTIieeg9c8,iPad Pro 10.5 | Recensione di Spazio iTech,2017-07-21T16:00:07.000Z,Il nuovo iPad di Apple ha fatto centro! Sicuramente non rivoluzione il modo di pensare di iPad e il suo utilizzo ma convince sempre di più e la sua potabilità ...,Spazio iTech,UCLQce8lmwJbNv2QHYhnxxeA
2-avS4uhEjM,"Recensione iPad 2017: non a tutti serve qualcosa di ""Pro""!",2018-02-27T20:38:58.000Z,"Presentato insieme ai nuovi Pro a giugno dello scorso anno, l'iPad 2017 è il tablet che va a rinnovare e a sostituire la serie Air. Ricopre la fascia che appartiene ...",NoBrand,UC-j3mZ9bY5CfMXllkj1gDdw
SydsrhFesSo,Recensione iPad 4 wifi+4G da 128 GB ita by AppsParadise,2013-03-12T20:35:01.000Z,Video recensione del nuovo iPad di quarta generazione wifi+4G con display Retina da 128 GB in italiano by AppsParadise.,AppsParadise,UCf5-2VjgJp5Z2zcqgLuhFxQ
-hjyfSdBng4,Apple - Recensione Procreate Disegnare Con Ipad,2015-12-14T16:40:38.000Z,,STARK i,UCE-fUjo7E9oNB0GXC8EXP5w
2vfzZjq7ohE,"iPad Pro 9.7"" & Apple Pencil: recensione e confronto con iPad Air 2",2016-04-08T13:40:57.000Z,"E' con sommo piacere che pubblichiamo questa ""promessa"" recensione sul nuovissimo iPad Pro da 9,7 pollici, in cui lo confrontiamo con il suo predecessore ...",Apple Caffè,UCU3eT4OHoVWRsZpRy_TYouQ
yVxV-j32HHM,Recensione Apple Keyboard per iPad Pro - iPadItalia.com,2016-01-22T16:00:01.000Z,"Iscriviti al nostro canale YouTube per ulteriori video dedicati all'iPad di Apple, alle applicazioni dell'App Store e agli accessori per i prodotti della Mela: ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
izAJE-_ajjw,"Apple iPad Pro, recensione in italiano",2015-11-27T11:30:01.000Z,"Leggi la recensione completa sul sito: http://www.mobileworld.it/recensioni/apple-ipad-pro/ Sito Web: http://www.mobileworld.it Tutto sul mondo Microsoft, ...",MobileWorld,UCgOYdkRmS8yNW93SLBt0KyQ
PltVnVtCPxc,Recensione iPad Air,2013-11-03T10:22:26.000Z,La Video Recensione del nuovo iPad Air.,Manuel Agostini,UCMK6UT4HQiOdtl-1SAxxO_w
t0sIp7wzAGE,Il NUOVO iPad + Pencil - Recensione - iPad 2018 - ITA,2018-08-05T17:00:04.000Z,link amazon: Prodotto 1: https://amzn.to/2NWanCw Prodotto 2: https://amzn.to/2Kd4TRx Prodotto 3: https://amzn.to/2AoApMw Instagram: ...,Pringiluca,UCfqr0mpRUy5Fh97JlBg8nnw
boauy4raiT4,Apple iPad Pro: la recensione compatta di Mister Gadget,2015-12-05T10:00:01.000Z,"Torno sull'iPad Pro, questa volta con la recensione in versione compatta. Un tablet dalle dimensioni generose e una vocazione per la grafica (e il lavoro in ...",Mister Gadget®,UC6801zjI-IUeQXZKmz_uS1w
iB1ZlBxK46Q,iPad 2018 | Recensione Completa!,2018-06-24T13:00:06.000Z,iPad 2018 è un ottimo dispositivo che però ha alcuni difetti tutto sommato trascurabili. Recensione scritta: ...,TechPat,UCqpA2Bmhrvb4F70cr49hbEQ
I-fiSYf_kVw,Recensione e Tutorial di Notability per iPad,2016-03-26T08:15:14.000Z,Vediamo come usare Notability per iPad.,Fabrizio Gherardi,UCIUoWZcF-AlB7yR5kGEWf_w
oWcB8CIe0Ws,"Logitech Slim Combo Keyboard per iPad Pro 10.5, breve recensione",2017-06-28T11:41:04.000Z,Decisamente meglio della Smart Keyboard di Apple!,matiuever,UCAxl_My0s2QmS8e6LfurZ3A
X1AGm_qlZxs,PARROT ANAFI RECENSIONE ITA: unboxing e volo indoor con iPad,2018-07-03T21:42:16.000Z,"Parrot Anafi Drone: https://amzn.to/2sMzbnl PRIME IMPRESSIONI: materiali e assemblaggi in linea con i prodotti dei concorrenti. Forse plastiche un po' fini, ...",Quadricottero News,UCEi__0ns1_eapRB6KpJ00Wg
w5XVeqT2PXQ,Recensione iPad Air 2 - iPadItalia com,2014-11-05T09:48:59.000Z,"Cerchi il tablet perfetto? È senza dubbio iPad Air 2, un concentrato di stile e potenza impareggiabile. Scoprilo nella nostra video recensione! Iscriviti al nostro ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
_mfWoHVVRhw,"Asus transformer book T103HAF a confronto Ipad pro 10.5, recensione vs Apple Pencil",2018-09-04T17:17:39.000Z,Link acquisto amazon dell'Asus: https://amzn.to/2Q36KMT Accessori Miglior cover in pelle per 2in1: https://amzn.to/2PZnoge Ipad: Link acquisto apple pencil: ...,Caotic blog,UCj9zSDvTUf6lg8AVOqJ_PJA
tHO9ss4nK3s,iPad Air 2 - Recensione | StileApple,2015-02-20T20:10:40.000Z,"Eccovi la mia recensione dell'iPad Air 2! In questa review l'ultimo tablet di Apple sarà analizzato sotto ogni punto di vista, nuovo display, prestazioni, prezzo e ...",StileApple,UC57SFhac0FGb6rHqRJ-cpXQ
wa6Zj-kk76s,iPad mini 3 recensione • Ridble,2014-10-29T15:17:25.000Z,Recensione iPad mini 3: http://www.ridble.com/ipad-mini-3-recensione/ • Miglior prezzo: http://www.ridble.com/go/apple-online-store-ipad-mini-3/ Tutto quello ...,Ridble Official,UCMDSCJKld3Ly6JDFfG4VDjQ
LV4-aS92zVA,iPad mini - La video recensione di iPaditalia,2012-11-03T18:08:55.000Z,"Sara Canducci illustra le specifiche di iPad mini, nuovo prodotto di casa Apple ad esattamente 24 ore dal Day One mondiale.",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
JH_Bq82Nf8k,Recensione iPad 2017,2017-05-14T16:25:22.000Z,"Ecco a voi la recensione del nuovo tablet di casa Apple. IPAD 2017 la 5° generazione della famiglia iPad, con caratteristiche ottime ad un prezzo di lancio ...",BREAK TECH,UCHRJuQbfayMWJ8LQhvh4rPw
u5CX07_youw,"iPad Pro, 12 mesi dopo - Recensione",2017-03-21T16:00:05.000Z,"Con oggi sono esattamente 365 giorni dalla presentazione di iPad Pro da 9,7"". Andiamo a vedere cosa è cambiato in questi 12 mesi nella nostra seconda ...",iPhoneItalia,UC-OXGAb_1cee868asQIcgqw
K6xxUTil3yM,"Recensione custodia Apple in pelle per iPad Pro 10 5""!",2017-09-29T12:00:01.000Z,"Costa, ma è sicuramente una delle migliori soluzioni per proteggere e portare sempre con se iPad Pro ed Apple Pencil! Se il video ti è piaciuto lascia un LIKE ed ...",iPhoneItalia,UC-OXGAb_1cee868asQIcgqw
q4uufQK8Jic,Recensione iPad Mini 3 - iPadItalia com,2014-10-30T09:00:03.000Z,"In questo video vi proponiamo la nostra video recensione del nuovo Apple iPad mini 3. O forse dovremmo dire ""iPad mini 2S""? Iscriviti al nostro canale YouTube ...",iPadItalia,UCfDMV5qtPHjQR1Pk2hShsCA
OpV6Bbk3S4M,Ipad 2 DOPO 8 ANNI?!?!?! Recensione ITA,2016-11-02T15:59:01.000Z,,inote Phones,UCCxRySI5jGzMSL6wNWNFkCQ
28nBCdbRLzs,"Apple iPad Pro 12 pollici, Apple Pencil, tastiera Logitech recensione e confronto Surface Pro 4",2017-03-03T22:52:46.000Z,"Recensione dell'Apple iPad Pro 12 pollici con Apple Pencil e cover tastiera Logitech, il tutto messo a confronto con Microsoft Surface Pro 4 con relativa cover ...",Tutto Smart,UCxbuJtyZK0kTvN_WoBF6Ifg
K1pB0eymTFk,Apple iPad La recensione completa Cellulare-Magazine.it,2010-04-13T11:57:21.000Z,L'ultima creatura di Apple promette di cambiare il nostro modo di navigare e lavorare dal divano e non solo.,Cellulare Magazine,UCA_6GI_TB-siLwvUtZztVuA
teIbDW3oauc,Recensione Apple iPad Mini - Review [eng sub],2012-11-20T15:34:16.000Z,"Leggi la recensione completa su http://www.netbooknews.it/video-recensione-apple-ipad-mini iPad Mini è il nuovo tablet Apple, il primo con schermo da 7.9 ...",Ridble Tecnologia,UCofTR1qz2mAgbsveY1VdlVg
x0mYMm69Hzs,Recensione: iPad mini 2012 Wi-Fi 16GB Nero/Ardesia Italia | SaggiaMente,2012-12-05T08:27:02.000Z,http://saggia.me/reviewipadmini Video Recensione iPad mini.,SaggiaMente,UCoyoYGVhKzfs1vCgAGoaOuw
